logfc,adjpv,entrez,symbol
-0.196097211890288,0.688988193919461,1,A1BG
0,1,2,A2M
-0.0138177984893675,0.688988193919461,3,A2MP1
0.0995895451803452,0.402510810123849,9,NAT1
0,1,10,NAT2
1.89801831661724,0.0038547257678291,12,SERPINA3
0,1,13,AADAC
0.206758796810263,0.277046972284055,14,AAMP
0,1,15,AANAT
0.222557118829233,0.0522338878261574,16,AARS
0.493379592437773,0.00223884646305678,18,ABAT
-1.43681954535453,0.0105751324305378,19,ABCA1
-0.286852594696077,0.165169976455359,20,ABCA2
0.0531679844956727,0.40379894931482,21,ABCA3
0.242253536913924,0.277877855623676,22,ABCB7
0.301151283178664,0.0435402779524326,23,ABCF1
0.000160848926979984,0.972479731338251,24,ABCA4
-0.0131156333553646,1,25,ABL1
-0.0312312078270711,0.688988193919461,26,AOC1
-0.0629739842273374,0.688988193919461,27,ABL2
-0.00888479752035432,0.688988193919461,28,ABO
-0.153307046885673,0.429519506508505,29,ABR
-0.200188629979539,0.341024031680858,30,ACAA1
0.263146007177371,0.105929993368478,31,ACACA
-0.15788409341032,0.463046250138273,32,ACACB
0.0915512255433852,0.688988193919461,33,ACADL
-0.568725742409006,0.0166000845836832,34,ACADM
-0.169142150372118,0.675632516171329,35,ACADS
-0.494764884842134,0.0317094357627058,36,ACADSB
0.343681086550438,0.0944696445063254,37,ACADVL
-0.213061458851385,0.169496919626474,38,ACAT1
0.751352009879541,0.0112754927485157,39,ACAT2
-0.000209971667837205,0.890287319185243,40,ASIC2
-0.15069104055235,0.394486816761323,41,ASIC1
-0.0755446336735792,0.699481082533455,43,ACHE
0.258708344859459,0.00840904997638492,47,ACLY
-0.315985059948167,0.205095561559691,48,ACO1
0.00111389585860699,0.688988193919461,49,ACR
0.128624481728654,0.249637578897146,50,ACO2
-0.517208902448083,0.0123355615500538,51,ACOX1
0.462092356252525,0.0166538752108979,52,ACP1
-0.101430514963603,0.725419938454756,53,ACP2
0.0185625066082533,0.688988193919461,54,ACP5
-1.03953938255986,0.0878193819360998,55,ACPP
-0.0323968666081429,0.720166142866674,56,ACRV1
0,1,58,ACTA1
-0.466918715387352,0.0586669264625012,59,ACTA2
0.0578744054391347,0.0763099916595754,60,ACTB
-0.0436737747775413,0.688988193919461,70,ACTC1
-0.0615214589504682,0.688988193919461,72,ACTG2
0.12797474217126,0.266332818111083,81,ACTN4
-0.0402577851650783,1,86,ACTL6A
